loss,Ganancia_Kp_loss,Periodo_Ti_loss,Ganancia_Kp_mse,Ganancia_Kp_mae,Periodo_Ti_mse,Periodo_Ti_mae,val_loss,val_Ganancia_Kp_loss,val_Periodo_Ti_loss,val_Ganancia_Kp_mse,val_Ganancia_Kp_mae,val_Periodo_Ti_mse,val_Periodo_Ti_mae,lr
0.6038992404937744,0.4077201187610626,0.1936025321483612,0.4075755476951599,0.3320081830024719,0.19351504743099213,0.22075112164020538,0.11829844862222672,0.1083848848938942,0.00979059748351574,0.10836020857095718,0.2950791120529175,0.00978703610599041,0.07666994631290436,0.005
0.11107709258794785,0.09585266560316086,0.015102725476026535,0.09589333832263947,0.2151692658662796,0.015098766423761845,0.09109792858362198,0.087271548807621,0.08308307081460953,0.004067310132086277,0.08308778703212738,0.2651543915271759,0.004066715016961098,0.0530368871986866,0.005
0.09064938873052597,0.08088526874780655,0.009643330238759518,0.08092758059501648,0.20081473886966705,0.00964459590613842,0.0744667649269104,0.057030241936445236,0.05577899143099785,0.0011312224669381976,0.05580075830221176,0.2165798544883728,0.0011303169885650277,0.027113858610391617,0.005
0.0943644568324089,0.08307596296072006,0.011170166544616222,0.08307363837957382,0.20640651881694794,0.01116886641830206,0.07857885211706161,0.03796769678592682,0.027211979031562805,0.010640161111950874,0.027176469564437866,0.09702657163143158,0.010636660270392895,0.07619056850671768,0.005
0.0977860763669014,0.08556896448135376,0.012104654684662819,0.08554018288850784,0.21001651883125305,0.012103155255317688,0.08151448518037796,0.03796129301190376,0.0359908826649189,0.0018621472408995032,0.03595462813973427,0.11088769882917404,0.0018611139385029674,0.030870404094457626,0.005
0.09377768635749817,0.08235102146863937,0.011322669684886932,0.0824468657374382,0.20522990822792053,0.011327316053211689,0.0787656232714653,0.28055867552757263,0.2721679210662842,0.0082906698808074,0.2721959054470062,0.5079018473625183,0.008290408179163933,0.07315701246261597,0.005
0.09038573503494263,0.07907134294509888,0.011218743398785591,0.07934752106666565,0.20097126066684723,0.011219740845263004,0.07845672219991684,0.017978856340050697,0.015250992961227894,0.002636485267430544,0.015245119109749794,0.09074578434228897,0.002635721815750003,0.03789868578314781,0.005
0.08123347908258438,0.07170708477497101,0.009439323097467422,0.07170616835355759,0.19276678562164307,0.009435939602553844,0.07342780381441116,0.08087270706892014,0.0471416711807251,0.03364872932434082,0.04716486483812332,0.1939576119184494,0.03364621102809906,0.17835000157356262,0.005
0.07997261732816696,0.07130798697471619,0.008585682138800621,0.07132887840270996,0.1938880831003189,0.008583187125623226,0.07037293165922165,0.42611077427864075,0.3533284068107605,0.07270654290914536,0.35330361127853394,0.5816446542739868,0.07270601391792297,0.2679552733898163,0.005
0.08046160638332367,0.07182740420103073,0.008561394177377224,0.07182292640209198,0.19574032723903656,0.008565152995288372,0.07041086256504059,0.5416543483734131,0.5076355934143066,0.03394865617156029,0.5074931383132935,0.6913072466850281,0.03394029662013054,0.17989909648895264,0.005
0.08077269792556763,0.07184819132089615,0.008854798041284084,0.0720362588763237,0.19458477199077606,0.00886007770895958,0.07148509472608566,0.47722703218460083,0.4535183310508728,0.023640107363462448,0.45354804396629333,0.661107063293457,0.023634430021047592,0.1347181499004364,0.005
0.08066236972808838,0.07167433202266693,0.008919731713831425,0.07189273089170456,0.19578546285629272,0.008927606977522373,0.07168985158205032,0.783992350101471,0.7414553165435791,0.0424710288643837,0.741554319858551,0.8456935882568359,0.042473915964365005,0.20495958626270294,0.005
0.061852600425481796,0.05596930906176567,0.005817032884806395,0.05597493425011635,0.17510749399662018,0.0058171930722892284,0.05929703637957573,0.3940906822681427,0.3927302658557892,0.0012942326720803976,0.39283043146133423,0.6051573753356934,0.0012944055488333106,0.028086304664611816,0.0009999999
0.05854969844222069,0.05241282284259796,0.006071134004741907,0.052394043654203415,0.17079876363277435,0.0060696848668158054,0.060490693897008896,0.016562968492507935,0.013646837323904037,0.002851140918210149,0.013634652830660343,0.08156236261129379,0.002851415891200304,0.050624944269657135,0.0009999999
0.05972280353307724,0.05331442505121231,0.006343795917928219,0.05333428829908371,0.17263686656951904,0.006346395239233971,0.061561569571495056,0.040472596883773804,0.014484747312963009,0.025924064218997955,0.014470789581537247,0.08124443888664246,0.02592289447784424,0.15961423516273499,0.0009999999
0.05979784578084946,0.05317133665084839,0.0065636117942631245,0.05318526178598404,0.17289265990257263,0.006562792230397463,0.06263897567987442,0.016236305236816406,0.013066964223980904,0.003107378026470542,0.013054641894996166,0.07540634274482727,0.003106317250058055,0.05201569199562073,0.0009999999
0.0584680512547493,0.05210844427347183,0.006298696156591177,0.05215899646282196,0.17108535766601562,0.006299425847828388,0.06135276332497597,0.028668375685811043,0.028308985754847527,0.00029911883757449687,0.028299013152718544,0.14821173250675201,0.0002989135682582855,0.013143988326191902,0.0009999999
0.05958154797554016,0.05307748168706894,0.006444660481065512,0.053117986768484116,0.17229388654232025,0.006443540565669537,0.061803095042705536,0.08961611986160278,0.08628053218126297,0.003277305979281664,0.08627797663211823,0.2753404676914215,0.003276968840509653,0.04846278950572014,0.0009999999
0.05908900126814842,0.05266278609633446,0.006368463393300772,0.052688002586364746,0.17139874398708344,0.006371726281940937,0.06150462105870247,0.37061500549316406,0.3231740891933441,0.047384168952703476,0.32324275374412537,0.5469300746917725,0.04738868400454521,0.21648582816123962,0.0009999999
0.058059703558683395,0.05172039195895195,0.0062828585505485535,0.051740612834692,0.1702999770641327,0.0062877461314201355,0.06131654605269432,0.1081610694527626,0.09567386656999588,0.012431170791387558,0.0956546738743782,0.28940755128860474,0.012431038543581963,0.1099504604935646,0.0009999999
